Sheet_Def,Domain,Variable,Label,Type,Codes,Rule for derivation,deriv_info,deriv_info_null,deriv_info_len,Label_len,deriv_info_key_words
All AD medication as recorded,ADTR,ADTR_ADTTERM,AD Treatment Name,Char,"Donepezil, Galantamine, Memantine, Rivastigmine, Yokukansan (Chinese herbal medicine), Medicine with indication for AD dementia, Other",,"Donepezil, Galantamine, Memantine, Rivastigmine, Yokukansan (Chinese herbal medicine), Medicine with indication for AD dementia, Other",False,15,3,"Donepezil, Galantamine, Memantine, Rivastigmine, Yokukansan (Chinese herbal medicine), Medicine with indication for AD dementia, Other"
All AD medication as recorded,ADTR,ADTR_ADTCODE,AD Treatment Code,Num,"1, 2, 3, 4, 5, 98, 99",,"1, 2, 3, 4, 5, 98, 99",False,7,3,"1, 2, 3, 4, 5, 98, 99"
All AD medication as recorded,ADTR,ADTR_ADTSTDTC,AD Treatment Start Date - ISO 8601,Char,,Combine non-missing variables for ALZTRTMDSTDAT into ISO 8601 date.,Combine non-missing variables for ALZTRTMDSTDAT into ISO 8601 date.,False,10,6,Combine non-missing variables for ALZTRTMDSTDAT into ISO 8601 date.
All AD medication as recorded,ADTR,ADTR_ADTSTDT,AD Treatment Start Date,Num,,Combine variables for ALZTRTMDSTDAT  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,Combine variables for ALZTRTMDSTDAT  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,False,32,4,dd missing imput 15 dd. missing mm missing impute mm. variables alztrtmdstdat sas date yyyy. 
All AD medication as recorded,ADTR,ADTR_ADTSTDTI,AD Treatment Start Date Was Imputed,Char,,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'","If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'",False,20,6,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'"
All AD medication as recorded,ADTR,ADTR_ADTENDTC,AD Treatment End Date - ISO 8601,Char,,Combine non-missing variables for ALZTRTMDENDAT into ISO 8601 date.,Combine non-missing variables for ALZTRTMDENDAT into ISO 8601 date.,False,10,6,Combine non-missing variables for ALZTRTMDENDAT into ISO 8601 date.
All AD medication as recorded,ADTR,ADTR_ADTENDT,AD Treatment End Date,Num,,Combine variables for ALZTRTMDENDAT  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,Combine variables for ALZTRTMDENDAT  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,False,32,4,dd missing imput 15 dd. missing mm missing impute mm. variables alztrtmdendat sas date yyyy. 
All AD medication as recorded,ADTR,ADTR_ADTENDTI,AD Treatment End Date Was Imputed,Char,,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'","If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'",False,20,6,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'"
All AD medication as recorded,ADTR,ADTR_ADTONGO,AD Treatment is Still Ongoing,Char,"Y, N",Continuing= 'Y'; Else if adttryn = 'Y' then 'N',"Y, N; Continuing= 'Y'; Else if adttryn = 'Y' then 'N'",False,10,5,"Y, N; Continuing= 'Y'; Else if adttryn = 'Y' then 'N'"
All AD medication as recorded,ADTR,ADTR_ADTADHER,AD Treatment Adherence,Num,,,,True,0,3,
AD medication at baseline,ADTRBL,ADTRBL_SEVGRPCD,AD Severity Group Code,Num,"1, 2, 3",,"1, 2, 3",False,3,4,"1, 2, 3"
AD medication at baseline,ADTRBL,ADTRBL_BLSTART,Started at Baseline Visit: Any Medication Recorded on the CRF,Num,,If there is at least one record for the subject with ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,25,10,adtstdt vsdt visitnum adttryn missing. subject adtstdt vsdt visitnum adttryn. record subject adtstdt vsdt visitnum. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_,Started at Baseline Visit: No Medication Recorded on the CRF,Num,,0 = 1; 1 = 0,0 = 1; 1 = 0,False,4,10,0 = 1; 1 = 0
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_000,Started at Baseline Visit: Any Medication with Indication for AD Dementia,Num,,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Memantine' 'Galantamine' 'Rivastigmine' 'Medicine with indication for AD dementia') and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Memantine' 'Galantamine' 'Rivastigmine' 'Medicine with indication for AD dementia') and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,38,11,galantamine rivastigmine medicine indication ad. record subject adtterm donepezil memantine. adtstdt vsdt visitnum adttryn missing. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_0000,Started at Baseline Visit: No Medication with Indication for AD Dementia,Num,,0 = 1; 1 = 0,0 = 1; 1 = 0,False,4,11,0 = 1; 1 = 0
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_001,Started at Baseline Visit: Donepezil,Num,,If there is at least one record for the subject with ADTTERM = 'Donepezil' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Donepezil' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,28,5,subject adtterm donepezil adtstdt vsdt. adtstdt vsdt visitnum adttryn missing. record subject adtterm donepezil adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_002,Started at Baseline Visit: Galantamine,Num,,If there is at least one record for the subject with ADTTERM = 'Galantamine' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else 0.,If there is at least one record for the subject with ADTTERM = 'Galantamine' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else 0.,False,23,5,subject adtterm galantamine adtstdt vsdt. record subject adtterm galantamine adtstdt. adtterm galantamine adtstdt vsdt visitnum. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_003,Started at Baseline Visit: Memantine,Num,,If there is at least one record for the subject with ADTTERM = 'Memantine' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Memantine' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,28,5,adtstdt vsdt visitnum adttryn missing. subject adtterm memantine adtstdt vsdt. record subject adtterm memantine adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_004,Started at Baseline Visit: Rivastigmine,Num,,If there is at least one record for the subject with ADTTERM = 'Rivastigmine' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Rivastigmine' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,28,5,adtstdt vsdt visitnum adttryn missing. rivastigmine adtstdt vsdt visitnum adttryn. record subject adtterm rivastigmine adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_005,Started at Baseline Visit: Yokukansan,Num,,If there is at least one record for the subject with ADTTERM = 'Yokukansan (Chinese herbal medicine)' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Yokukansan (Chinese herbal medicine)' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,31,5,adtstdt vsdt visitnum adttryn missing. adtterm yokukansan chinese herbal medicine. record subject adtterm yokukansan chinese. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_098,Started at Baseline Visit: Other Medication with Indication for AD Dementia,Num,,If there is at least one record for the subject with ADTTERM = 'Medicine with indication for AD dementia' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Medicine with indication for AD dementia' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,33,11,adtstdt vsdt visitnum adttryn missing. record subject adtterm medicine indication. adtterm medicine indication ad dementia. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_099,Started at Baseline Visit: Other,Num,,If there is at least one record for the subject with ADTTERM = 'Other' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Other' and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,28,5,adtstdt vsdt visitnum adttryn missing. record subject adtterm adtstdt vsdt. subject adtterm adtstdt vsdt visitnum. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_100,Started at Baseline Visit: AChE Inhibitor,Num,,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') and ADTSTDT = VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,31,6,subject adtterm donepezil galantamine rivastigmine. adtstdt vsdt visitnum adttryn missing. record subject adtterm donepezil galantamine. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_101,Started at Baseline Visit: AChE Inhibitor Only,Num,,AChEI started at baseline and no AD Dementia medication that is not a non-AChE Inhibitor started or ongoing: blstart_100 AND NOT(blstart_003 OR blongo_003 OR blstart_098 OR blongo_098) then 1; else if ADTTRYN not missing then 0.,AChEI started at baseline and no AD Dementia medication that is not a non-AChE Inhibitor started or ongoing: blstart_100 AND NOT(blstart_003 OR blongo_003 OR blstart_098 OR blongo_098) then 1; else if ADTTRYN not missing then 0.,False,43,7,blstart_100 blstart_003 blongo_003 blstart_098 blongo_098. non ache inhibitor started ongoing. started baseline ad dementia medication. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_102,Started at Baseline Visit: AChE Inhibitor + Memantine,Num,,"AChEI started at baseline and Memantine started as well or ongoing at baseline, or Memantine started at baseline and AChEI started as well or ongoing: If (blstart_100 and (blstart_003 OR blongo_003)) or (blstart_003 AND (blstart_100 OR blongo_100)) then 1; else if ADTTRYN not missing then 0.","AChEI started at baseline and Memantine started as well or ongoing at baseline, or Memantine started at baseline and AChEI started as well or ongoing: If (blstart_100 and (blstart_003 OR blongo_003)) or (blstart_003 AND (blstart_100 OR blongo_100)) then 1; else if ADTTRYN not missing then 0.",False,52,7,blstart_100 blstart_003 blongo_003 blstart_003 blstart_100. memantine started ongoing baseline memantine. started baseline achei started ongoing. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_103,Started at Baseline Visit: AChE Inhibitor + Memantine Simultaniously,Num,,Both AChEI and Memantine started at baseline: If blstart_100 and blstart_003 then 1; else if ADTTRYN not missing then 0.,Both AChEI and Memantine started at baseline: If blstart_100 and blstart_003 then 1; else if ADTTRYN not missing then 0.,False,22,8,baseline blstart_100 blstart_003 adttryn missing. started baseline blstart_100 blstart_003 adttryn. achei memantine started baseline blstart_100. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_104,Started at Baseline Visit: Memantine Only,Num,,Memantine started at baseline and no other medication with indication for AD Dementia (including AChEI) started or ongoing: blstart_003 AND NOT(blstart_100 OR blongo_100 OR blstart_098 OR blongo_098) then 1; else if ADTTRYN not missing then 0.,Memantine started at baseline and no other medication with indication for AD Dementia (including AChEI) started or ongoing: blstart_003 AND NOT(blstart_100 OR blongo_100 OR blstart_098 OR blongo_098) then 1; else if ADTTRYN not missing then 0.,False,42,6,blstart_003 blstart_100 blongo_100 blstart_098 blongo_098. ad dementia including achei started. memantine started baseline medication indication. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_105,Started at Baseline Visit: AChE Inhibitor + Other,Num,,"AChEI started at baseline and Other started as well or ongoing at baseline, or Other started at baseline and AChEI started as well or ongoing: If (blstart_100 and (blstart_098 OR blongo_098)) or (blstart_098 AND (blstart_100 OR blongo_100)) then 1; else if ADTTRYN not missing then 0.","AChEI started at baseline and Other started as well or ongoing at baseline, or Other started at baseline and AChEI started as well or ongoing: If (blstart_100 and (blstart_098 OR blongo_098)) or (blstart_098 AND (blstart_100 OR blongo_100)) then 1; else if ADTTRYN not missing then 0.",False,52,7,baseline started ongoing baseline started. blongo_098 blstart_098 blstart_100 blongo_100 adttryn. achei started ongoing blstart_100 blstart_098. 
AD medication at baseline,ADTRBL,ADTRBL_BLSTART_106,Started at Baseline Visit: Memantine + Other,Num,,"Memantine started at baseline and Other started as well or ongoing at baseline, or Other started at baseline and AChEI started as well or ongoing: If (blstart_003 and (blstart_098 OR blongo_098)) or (blstart_098 AND (blstart_003 OR blongo_003)) then 1; else if ADTTRYN not missing then 0.","Memantine started at baseline and Other started as well or ongoing at baseline, or Other started at baseline and AChEI started as well or ongoing: If (blstart_003 and (blstart_098 OR blongo_098)) or (blstart_098 AND (blstart_003 OR blongo_003)) then 1; else if ADTTRYN not missing then 0.",False,52,6,blstart_003 blstart_098 blongo_098 blstart_098 blstart_003. ongoing baseline started baseline achei. memantine started baseline started ongoing. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART,Started before Baseline Visit: Any Medication Recorded on the CRF,Num,,If there is at least one record for the subject with (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,29,10,record subject adtstdt vsdt adtstdt. adtstdt missing visitnum adttryn missing. vsdt adtstdt missing visitnum adttryn. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_,Started before Baseline Visit: No Medication Recorded on the CRF,Num,,0 = 1; 1 = 0,0 = 1; 1 = 0,False,4,10,0 = 1; 1 = 0
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_000,Started before Baseline Visit: Any Medication with Indication for AD Dementia,Num,,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Memantine' 'Galantamine' 'Rivastigmine' 'Medicine with indication for AD dementia') and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Memantine' 'Galantamine' 'Rivastigmine' 'Medicine with indication for AD dementia') and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,42,11,galantamine rivastigmine medicine indication ad. record subject adtterm donepezil memantine. adtstdt vsdt adtstdt missing visitnum. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_0000,Started before Baseline Visit: No Medication with Indication for AD Dementia,Num,,0 = 1; 1 = 0,0 = 1; 1 = 0,False,4,11,0 = 1; 1 = 0
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_001,Started before Baseline Visit: Donepezil,Num,,If there is at least one record for the subject with ADTTERM = 'Donepezil' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Donepezil' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,32,5,donepezil adtstdt vsdt adtstdt missing. adtstdt missing visitnum adttryn missing. record subject adtterm donepezil adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_002,Started before Baseline Visit: Galantamine,Num,,If there is at least one record for the subject with ADTTERM = 'Galantamine' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else 0.,If there is at least one record for the subject with ADTTERM = 'Galantamine' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else 0.,False,27,5,galantamine adtstdt vsdt adtstdt missing. adtstdt vsdt adtstdt missing visitnum. record subject adtterm galantamine adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_003,Started before Baseline Visit: Memantine,Num,,If there is at least one record for the subject with ADTTERM = 'Memantine' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Memantine' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,32,5,adtstdt missing visitnum adttryn missing. subject adtterm memantine adtstdt vsdt. record subject adtterm memantine adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_004,Started before Baseline Visit: Rivastigmine,Num,,If there is at least one record for the subject with ADTTERM = 'Rivastigmine' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Rivastigmine' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,32,5,rivastigmine adtstdt vsdt adtstdt missing. adtstdt missing visitnum adttryn missing. record subject adtterm rivastigmine adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_005,Started before Baseline Visit: Yokukansan,Num,,If there is at least one record for the subject with ADTTERM = 'Yokukansan (Chinese herbal medicine)' and (ADTSTDT < VSDT or ADTSTDT is missing) ,If there is at least one record for the subject with ADTTERM = 'Yokukansan (Chinese herbal medicine)' and (ADTSTDT < VSDT or ADTSTDT is missing) ,False,23,5,medicine adtstdt vsdt adtstdt missing. subject adtterm yokukansan chinese herbal. record subject adtterm yokukansan chinese. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_098,Started before Baseline Visit: Other Medication with Indication for AD Dementia,Num,,If there is at least one record for the subject with ADTTERM = 'Medicine with indication for AD dementia' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Medicine with indication for AD dementia' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,37,11,adtstdt vsdt adtstdt missing visitnum. record subject adtterm medicine indication. adtterm medicine indication ad dementia. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_099,Started before Baseline Visit: Other,Num,,If there is at least one record for the subject with ADTTERM = 'Other' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Other' and (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,32,5,subject adtterm adtstdt vsdt adtstdt. adtstdt missing visitnum adttryn missing. record subject adtterm adtstdt vsdt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_100,Started before Baseline Visit: AChE Inhibitor,Num,,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') and  (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') and  (ADTSTDT < VSDT or ADTSTDT is missing) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,35,6,subject adtterm donepezil galantamine rivastigmine. record subject adtterm donepezil galantamine. adtstdt vsdt adtstdt missing visitnum. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_101,Started before Baseline Visit: AChE Inhibitor Only,Num,,AChEI started before baseline and no AD Dementia medication that is not a non-AChE Inhibitor started before baseline: If prevstart_100 and not (prevstart_098 or prevstart_003) then 1; else if ADTTRYN not missing then 0.,AChEI started before baseline and no AD Dementia medication that is not a non-AChE Inhibitor started before baseline: If prevstart_100 and not (prevstart_098 or prevstart_003) then 1; else if ADTTRYN not missing then 0.,False,38,7,baseline prevstart_100 prevstart_098 prevstart_003 adttryn. medication non ache inhibitor started. achei started baseline ad dementia. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_102,Started before Baseline Visit: AChE Inhibitor + Memantine,Num,,Both AChEI and Memantine started before baseline: If prevstart_100 and prevstart_003 then 1; else if ADTTRYN not missing then 0.,Both AChEI and Memantine started before baseline: If prevstart_100 and prevstart_003 then 1; else if ADTTRYN not missing then 0.,False,22,7,baseline prevstart_100 prevstart_003 adttryn missing. memantine started baseline prevstart_100 prevstart_003. achei memantine started baseline prevstart_100. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_103,Started before Baseline Visit: AChE Inhibitor + Memantine Simultaniously,Num,,"Both AChEI and Memantine started before baseline and were taken at the same time for at least one day: 
Make a join of all records for a subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') to all records for a subject with ADTTERM = 'Memantine' that started before baseline and are overlapping for at least one day. If there is at least such a record then 1; else if ADTTRYN not missing then 0.","Both AChEI and Memantine started before baseline and were taken at the same time for at least one day: 
Make a join of all records for a subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') to all records for a subject with ADTTERM = 'Memantine' that started before baseline and are overlapping for at least one day. If there is at least such a record then 1; else if ADTTRYN not missing then 0.",False,72,8,make join records subject adtterm. subject adtterm donepezil galantamine rivastigmine. baseline taken time day make. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_104,Started before Baseline Visit: Memantine Only,Num,,Memantine started before baseline and no AD Dementia medication with indication for AD Dementia (including AChEI) started before baseline: If prevstart_003 and not (prevstart_098 or prevstart_100) then 1; else if ADTTRYN not missing then 0.,Memantine started before baseline and no AD Dementia medication with indication for AD Dementia (including AChEI) started before baseline: If prevstart_003 and not (prevstart_098 or prevstart_100) then 1; else if ADTTRYN not missing then 0.,False,38,6,prevstart_003 prevstart_098 prevstart_100 adttryn missing. dementia medication indication ad dementia. dementia including achei started baseline. 
AD medication at baseline,ADTRBL,ADTRBL_PREVSTART_105,Started before Baseline Visit: AChE Inhibitor + Other,Num,,Both AChEI and Other started before baseline: If prevstart_100 and prevstart_098 then 1; else if ADTTRYN not missing then 0.,Both AChEI and Other started before baseline: If prevstart_100 and prevstart_098 then 1; else if ADTTRYN not missing then 0.,False,22,7,baseline prevstart_100 prevstart_098 adttryn missing. started baseline prevstart_100 prevstart_098 adttryn. achei started baseline prevstart_100 prevstart_098. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO,Ongoing at Baseline Visit: Any Medication Recorded on the CRF,Num,,If there is at least one record for the subject with ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,31,10,subject adtstdt vsdt adtongo adtendt. adtendt vsdt visitnum adttryn missing. record subject adtstdt vsdt adtongo. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_,Ongoing at Baseline Visit: No Medication Recorded on the CRF,Num,,0 = 1; 1 = 0,0 = 1; 1 = 0,False,4,10,0 = 1; 1 = 0
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_000,Ongoing at Baseline Visit: Any Medication with Indication for AD Dementia,Num,,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Memantine' 'Galantamine' 'Rivastigmine' 'Medicine with indication for AD dementia') and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Memantine' 'Galantamine' 'Rivastigmine' 'Medicine with indication for AD dementia') and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,44,11,galantamine rivastigmine medicine indication ad. record subject adtterm donepezil memantine. adtendt vsdt visitnum adttryn missing. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_0000,Ongoing at Baseline Visit: No Medication with Indication for AD Dementia,Num,,0 = 1; 1 = 0,0 = 1; 1 = 0,False,4,11,0 = 1; 1 = 0
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_001,Ongoing at Baseline Visit: Donepezil,Num,,If there is at least one record for the subject with ADTTERM = 'Donepezil' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT)  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Donepezil' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT)  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,34,5,adtterm donepezil adtstdt vsdt adtongo. adtendt vsdt visitnum adttryn missing. record subject adtterm donepezil adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_002,Ongoing at Baseline Visit: Galantamine,Num,,If there is at least one record for the subject with ADTTERM = 'Galantamine' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else 0.,If there is at least one record for the subject with ADTTERM = 'Galantamine' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else 0.,False,29,5,galantamine adtstdt vsdt adtongo adtendt. record subject adtterm galantamine adtstdt. vsdt adtongo adtendt vsdt visitnum. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_003,Ongoing at Baseline Visit: Memantine,Num,,If there is at least one record for the subject with ADTTERM = 'Memantine' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Memantine' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,34,5,adtstdt vsdt adtongo adtendt vsdt. adtendt vsdt visitnum adttryn missing. record subject adtterm memantine adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_004,Ongoing at Baseline Visit: Rivastigmine,Num,,If there is at least one record for the subject with ADTTERM = 'Rivastigmine' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Rivastigmine' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,34,5,adtstdt vsdt adtongo adtendt vsdt. adtendt vsdt visitnum adttryn missing. record subject adtterm rivastigmine adtstdt. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_005,Ongoing at Baseline Visit: Yokukansan,Num,,If there is at least one record for the subject with ADTTERM = 'Yokukansan (Chinese herbal medicine)' and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and ADTSTDT <= VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Yokukansan (Chinese herbal medicine)' and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and ADTSTDT <= VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,37,5,adtstdt vsdt visitnum adttryn missing. adtterm yokukansan chinese herbal medicine. record subject adtterm yokukansan chinese. 
